index	reason	de	hsb
3399	too_long	Dateizuordnungen Dieses Modul ermöglicht Ihnen die Zuweisung bestimmter Programme zu einem Dateityp. Dateitypen werden auch MIME-Typen genannt (MIME ist ein Akronym für„ Multipurpose Internet Mail Extensions“). Eine Dateizuordnung besteht aus folgenden Elementen: Regeln für die Feststellung des MIME-Typs einer Datei. Zum Beispiel ist das Dateimuster *.png (also„ alle Dateien mit der Erweiterung .png“) dem MIME-Typ„ image/png“ zugeordnet. Einer kurzen Beschreibung des MIME-Typs. So ist z. B. die Beschreibung des MIME-Typs„ image/png“ einfach„ PNG-Bild“. Einem Symbol, das für die Darstellung von Dateien eines bestimmten MIME-Typs benutzt wird, so dass Sie eben diesen Typ leicht erkennen können - z. B in einem Dateimanager oder einem Dateiauswahl-Dialog Einer Liste der Programme, die zur Öffnung des MIME-Typs benutzt werden können. Stehen mehrere Programme zur Verfügung, ist die Liste nach der Priorität sortiert Es wird Sie vielleicht überraschen, dass einigen MIME-Typen keine Dateinamenmuster zugewiesen sind; in diesen Fällen ist KDE in der Lage, den MIME-Typ anhand des Inhalts der Datei erkennen.	"Datajowe asociacije Tutón modul Wam dowoli wuzwolić, kotre programy so z kajkimi datajemi asociěruja. Datajowe družiny mjenuja so tež MIME- typy (MIME je skrótšenka za ""Multipurpose Internet Mail Extensions"".) Datajowa asociacija wobsteji z: prawidłow za zwěsćenje MIME- typa dataje. Na př je *. png, štož steji za wšitke dataje, kiž so na '. png' kónča, so asociěruje z MIME- družiny ""image/ png"". krótkeho wopisanja MIME- typa. Na př. je wopisanje MIME- typa"" imae/ png ""prosće 'PNG wobraz'.) wobrazka za pokazowanje datajow dateho MIME- typa, tak zo móžeće dataje dateho typa jednorje identifikować, na př. we woknje Konquerora abo w dialogu za wuběranje dataje lisćiny programow, kiž hodźa so wužiwać, zo by dataje dateho MIME- typa wočinił. Jeli hodźi so wjace hač jedyn program wužiwać, je lisćina po prioriće rjadowana. Snadź Was překwapi, zo někotre MIME- typy nimaja asociěrowane mustry za datajowe mjena! W tutych padach móže KDEMIME- typ zwěsćić pohladawši do dataje."
3408	identical	KEditFileType	KEditFileType
3411	identical	Preston Brown	Preston Brown
3412	identical	David Faure	David Faure
3443	length_ratio	thd@kde.org	jentschanne@ gmx. de, edi. werner@ gmx. de
3444	length_ratio	Linksklick-Aktion	Akcija za klik z lěwym myšacym kneflom
3445	identical	KHtmlIndex	KHtmlIndex
3453	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
3454	length_ratio	thd@kde.org	e. werner@ rz. uni- leipzig. de
3485	identical	(c) 2004, Martin Koller	(c) 2004, Martin Koller
3504	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
3505	length_ratio	thd@kde.org	edi. werner@ gmx. de
3537	identical	Hyper	Hyper
3538	identical	Super	Super
3539	identical	Meta	Meta
3578	identical	kaccess	kaccess
3579	length_ratio	KDE-Zugangshilfe	KDE- nastroj za přistupnosć
3584	length_ratio	thd@kde.org,hunsum@gmx.de,tr@erdfunkstelle.de	e. werner@ rz. uni- leipzig. de
3588	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
3589	length_ratio	thd@kde.org	e. werner@ rz. uni- leipzig. de
3598	identical	KBlankScreen	KBlankScreen
3602	duplicate	Thomas ReitelbachEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
3603	length_ratio	tr@erdfunkstelle.de	edi. werner@ gmx. de
3604	identical	kaccess	kaccess
3606	duplicate	(c) 2000, Matthias Hölzer-Klüpfel	(c) 2000, Matthias Hoelzer- Kluepfel
3631	length_ratio	Sperrtasten	& Zamkni lěpjate tasty
3638	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
3639	length_ratio	thd@kde.org	e. werner@ rz. uni- leipzig. de
3641	length_ratio	Status@title:column The name of the column that decides if the program is run on kde startup, on kde shutdown, etc	Status
3666	length_ratio	Aktualisierungsintervall:	& Interwal za aktualizowanje:
3669	duplicate	Neuer Befehl	Nowy přikaz
3682	identical	& Test	& Test
3684	identical	kcmbell	kcmbell
3691	length_ratio	thd@kde.org,tr@erdfunkstelle.de	e. werner@ rz. uni- leipzig. de
3693	duplicate	Hinzufügen...	Dodać...
3694	identical	kcmcgi	kcmcgi
3696	identical	(c) 2002 Cornelius Schumacher	(c) 2002 Cornelius Schumacher
3699	duplicate	Thomas Diehl, Thomas ReitelbachEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
3702	identical	(c) 2007 Matthew Woehlke	(c) 2007 Matthew Woehlke
3703	identical	Matthew Woehlke	Matthew Woehlke
3706	identical	Standard	Standard
3746	identical	Kontrast	Kontrast
3781	identical	Kontrast:	Kontrast:
3785	duplicate	Normaler Text	Normalny tekst
3788	duplicate	color-kcm-preview	color- kcm- preview
3789	duplicate	color-kcm-preview	color- kcm- preview
3790	duplicate	color-kcm-preview	color- kcm- preview
3791	duplicate	color-kcm-preview	color- kcm- preview
3792	duplicate	color-kcm-preview	color- kcm- preview
3793	duplicate	Ausgewählter Text	Wubrany tekst
3803	duplicate	Inaktiv	Njeaktiwny
3813	duplicate	Normaler Hintergrundcolor-kcm-set-preview	Normalny pozadkcolor- kcm- set- preview
3835	identical	kcmcomponentchooser	kcmcomponentchooser
3838	identical	Joseph Wenninger	Joseph Wenninger
3863	length_ratio	thd@kde.org,tr@erdfunkstelle.de	edi. werner@ gmx. de
3881	length_ratio	Quelle	Žórłoconcatenation of dates and time
3890	length_ratio	Hier ist Platz für eine Beschreibung des Designs ...NAME OF TRANSLATORS	NAME OF TRANSLATORS
3891	duplicate	Thomas ReitelbachEMAIL OF TRANSLATORS	EMAIL OF TRANSLATORS
3897	duplicate	Hinzufügen...	Dodać...
3901	duplicate	Thomas ReitelbachEMAIL OF TRANSLATORS	EMAIL OF TRANSLATORS
3935	identical	96 DPI	96 DPI
3936	identical	120 DPI	120 DPI
3952	identical	htdig	htdig
3954	identical	htsearch	htsearch
3956	identical	htmerge	htmerge
3965	duplicate	Hinzufügen...	Dodać...
3974	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
3975	length_ratio	thd@kde.org	edi. werner@ gmx. de
3976	length_ratio	Verwendung des Symbols@label The icon rendered by default	Wužiwanje piktograma
3977	length_ratio	Voreinstellung@label The icon rendered as active	Standard
3978	length_ratio	Aktiv@label The icon rendered as disabled	Aktiwny
3995	identical	Gamma	Gamma
3999	duplicate	Vorschau	Přehladka
4004	duplicate	Name	Mjeno
4014	identical	Symbole	Symbole
4015	length_ratio	Symbole Dieses Kontrollmodul ermöglichte Ihnen die Auswahl von Symbolen für Ihre Arbeitsfläche. Zur Auswahl eines Symboldesigns klicken Sie bitte auf seinen Namen und dann auf„ Anwenden“. Falls Sie Ihre Meinung ändern, drücken Sie bitte den Knopf„ Zurücksetzen“. Durch Drücken von„ Neues Design installieren“ und anschließende Angabe des Dateipfades können Sie die neuen Symbole festlegen. Mit„ OK“ schließen Sie die Installation ab. Der Knopf„ Design entfernen“ wird erst aktiviert, sobald Sie ein installiertes Design auswählen. Sie können auf diesem Weg keine global installierten Designs entfernen. Es lassen sich hier auch einige Effekte für die Symbole festlegen. NAME OF TRANSLATORS	NAME OF TRANSLATORS
4018	identical	(c) 2008 Nicolas Ternisien (c) 1998 - 2002 Helge Deller	(c) 2008 Nicolas Ternisien (c) 1998 - 2002 Helge Deller
4019	identical	Nicolas Ternisien	Nicolas Ternisien
4020	identical	Helge Deller	Helge Deller
4025	identical	Interrupt	Interrupt
4028	identical	SCSI	SCSI
4032	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
4033	length_ratio	thd@kde.org	edi. werner@ gmx. de
4035	identical	KCMInit	KCMInit
4039	duplicate	Thomas ReitelbachEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
4040	length_ratio	tr@erdfunkstelle.de	edi. werner@ gmx. de
4050	identical	TrackMan Live	TrackMan Live
4073	length_ratio	Der Schwellenwert ist die kleinste Entfernung, die der Mauszeiger zurücklegen muss, bevor die Beschleunigung einsetzt. Wenn die Entfernung unter dem Wert bleibt, dann bewegt sich die Maus, als wäre die Beschleunigung auf 1x gesetzt. Daher gibt es bei geringen Bewegungen des Zeigegeräts keine Beschleunigung, und Sie behalten eine bessere Kontrolle über den Mauszeiger. Bei größeren Bewegungen des Geräts können Sie den Zeiger dennoch sehr rasch zu verschiedenen Bereichen des Bildschirms bewegen.	ně.
4074	duplicate	msek.	msek
4075	length_ratio	Doppelklick-Abstand:	Interwal za dwójny klik:
4085	identical	Patrick Dowler	Patrick Dowler
4086	identical	Dirk A. Mueller	Dirk A. Mueller
4087	identical	David Faure	David Faure
4088	identical	Bernd Gehrmann	Bernd Gehrmann
4089	identical	Rik Hemsley	Rik Hemsley
4090	identical	Brad Hughes	Brad Hughes
4091	identical	Ralf Nolden	Ralf Nolden
4092	identical	Brad Hards	Brad Hards
4111	identical	Kanal 1	Kanal 1
4112	identical	Kanal 2	Kanal 2
4114	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
4115	length_ratio	thd@kde.org	edi. werner@ gmx. de
4117	duplicate	Design entfernen	Temu wumaznyć
4120	duplicate	Name	Mjeno
4121	duplicate	Beschreibung	Wopisanje
4130	identical	kcmioslaveinfo	kcmioslaveinfo
4132	identical	(c) 2001 - 2002 Alexander Neundorf	(c) 2001 - 2002 Alexander Neundorf
4133	identical	Alexander Neundorf	Alexander Neundorf
4134	identical	George Staikos	George Staikos
4140	length_ratio	Öffentlicher Zeitserver (pool.ntp.org),asia.pool.ntp.org,europe.pool.ntp.org,north-america.pool.ntp.org,oceania.pool.ntp.org	Zjawny časowy serwer (pool. ntp. org), asia. pool. ntp. org, europe. pool. ntp. org, north- america. pool. ntp. org, oceania. pool. ntp. org
4146	identical	kcmclock	kcmclock
4148	identical	(c) 1996 - 2001 Luca Montecchiani	(c) 1996 - 2001 Luca Montecchiani
4149	identical	Luca Montecchiani	Luca Montecchiani
4151	identical	Paul Campbell	Paul Campbell
4152	duplicate	Aktueller Betreuer	Tuchwilny zastaraćel
4153	identical	Benjamin Meyer	Benjamin Meyer
4155	duplicate	Datum und Zeit Dieses Systemeinstellungen-Modul kann zur Festlegung von Systemdatum und -zeit benutzt werden. Weil diese Einstellungen nicht nur Sie als Benutzer betreffen, sondern zugleich das gesamte System, können Sie sie nur ändern, wenn Sie die KDE-Systemeinstellungen als Systemverwalter (Benutzer root) gestartet haben. Falls Sie das entsprechende Passwort nicht kennen, aber meinen, die Zeit müsse geändert werden, dann nehmen Sie bitte Kontakt mit Ihrer Systemverwaltung auf.	"Datum a čas Tutón kontrolny modul wužiwa so za nastajenje systemoweho časa a datuma. Dokelž tutej nastajeni nic jenož Was jako wužiwarja potrjecha, ale cyły system, móžeće tutej hódnoće jenož změnić, hdyž kontrolowy centrum jako ""root"" startujeće. Nimaće- li rootowe hesło, ale měniće, zo měłoj so systemowy čas abo datum hinak nastajić, skontaktujće so z administratorom Wašeho systema."
4161	duplicate	Thomas Reitelbach, Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
4162	duplicate	tr@erdfunkstelle.de, thd@kde.org	edi. werner@ gmx. de
4164	identical	kcmkded	kcmkded
4166	identical	(c) 2002 Daniel Molkentin	(c) 2002 Daniel Molkentin
4167	identical	Daniel Molkentin	Daniel Molkentin
4174	identical	Status	Status
4175	duplicate	Beschreibung	Wopisowanje
4186	duplicate	Thomas DiehlEMAIL OF TRANSLATORS	Edward WornarEMAIL OF TRANSLATORS
4187	length_ratio	thd@kde.org	edi. werner@ gmx. de
4194	length_ratio	hunsum@gmx.de,tr@erdfunkstelle.de	edi. werner@ gmx. de
4220	duplicate	Komponente entfernen	KDE- komponenta:
4233	too_long	Cookies Cookies enthalten Informationen, die Konqueror (oder andere KDE-Programme, die das HTTP-Protokoll verwenden) auf Ihrem Rechner speichert und zwar auf die Anforderung eines fremden Internet-Servers hin. Dies bedeutet, dass ein Webserver Informationen über Sie und Ihre Aktivitäten zum späteren Gebrauch auf Ihrem eigenen Rechner hinterlegt. Vielleicht betrachten Sie dies als Angriff auf Ihre Privatsphäre. Allerdings sind Cookies in bestimmten Situationen nützlich. Zum Beispiel werden sie oft von Internet-Shops benutzt, damit Sie Dinge in einen virtuellen Einkaufskorb legen können. Manche Websites erwarten einfach, dass Ihr Browser Cookies unterstützt. Weil viele Leute nach einem Kompromiss zwischen der Wahrung ihrer Privatsphäre und den Vorteilen der Cookies suchen, bietet Ihnen KDE an, selbst Einstellungen vorzunehmen, wie mit Cookies umgegangen werden soll. Vielleicht möchten Sie etwa die KDE-Regelung darauf einstellen, jeweils nachzufragen, sobald ein Server ein Cookie zu setzen versucht. Für Ihre bevorzugten Einkaufsseiten können Sie dann immer noch festlegen, dass deren Cookies akzeptiert werden, ohne dass Sie jedesmal extra deswegen gefragt werden.	Placki Placki wobsahuja informaciju, kotruž Konqueror (abo druhe KDE- aplikacije, kiž wužiwaja HTTP- protokol) na Wašim kompjuteru składuja, na požadanje internetneho serwera. To rěka, zo móže serwer informaciju wo Was a Wašich aktiwitach na Wašim kompjuteru składować za pozdźiše wužiwanje. To so hodźi jako nadběh na Wašu priwatnu sferu wobhladać. Přiwšěm pak su placki we wěstych situacijach wužitne. Na př. so husto wužiwaja w internetowych wobchodach, tak zo móžeće něšto do 'nakupowanskeje kobjele'. Někotre serwery sej browser pominaja, kiž placki podpěruje. Dokelž chce wjetšina ludźi kompromis mjez priwatnej sferu a lěpšinami, kotrež placki poskićeja, dowoli Wam KDE wobchad z plackami připrawić. Tak snano chceće, zo by so KDE normalnje woprašał, hač chceće plack přiwzać. Za Waše internetowe wobchody pak, ke kotrymž maće dowěru, móžeće standardnu strategiju změnić, zo so jich placki bjez dalšeho prašenja akceptuja.
4248	too_long	Cookies Cookies enthalten Informationen, die Konqueror (oder andere KDE-Programme, die das HTTP-Protokoll verwenden) auf Ihrem Rechner speichert und zwar auf die Anforderung eines fremden Internet-Servers hin. Dies bedeutet, dass ein Webserver Informationen über Sie und Ihre Aktivitäten zum späteren Gebrauch auf Ihrem eigenen Rechner hinterlegt. Vielleicht betrachten Sie dies als Angriff auf Ihre Privatsphäre. Allerdings sind Cookies in bestimmten Situationen nützlich. Zum Beispiel werden sie oft von Internet-Shops benutzt, damit Sie Dinge in einen virtuellen Einkaufskorb legen können. Manche Websites erwarten einfach, dass Ihr Browser Cookies unterstützt. Weil viele Leute nach einem Kompromiss zwischen der Wahrung ihrer Privatsphäre und den Vorteilen der Cookies suchen, bietet Ihnen KDE an, selbst Einstellungen vorzunehmen, wie mit Cookies umgegangen werden soll. Vielleicht möchten Sie etwa die KDE-Regelung darauf einstellen, jeweils nachzufragen, sobald ein Server ein Cookie zu setzen versucht, oder einfach alles anzunehmen oder abzulehnen. Alles, was Sie dafür zu tun haben, ist: entweder die betreffenden Seiten aufzurufen und dann bei der Cookie-Nachfrage auf Diese Domain in der Karteikarte„ Anwenden auf“ zu klicken und dann„ Annehmen“ zu wählen -- oder den Namen der Domain in die Karteikarte Domain-spezifisch einzutragen und ihn auf„ Annehmen“ zu setzen. Dies ermöglicht Ihnen, Cookies von Webseiten anzunehmen, ohne jedesmal gefragt zu werden, sobald KDE ein Cookie angeboten wird.	Placki Placki wobsahuja informaciju, kotruž Konqueror (abo druhe KDE- aplikacije, kiž wužiwaja HTTP- protokol) na Wašim kompjuteru składuja, na požadanje internetneho serwera. To rěka, zo móže serwer informaciju wo Was a Wašich aktiwitach na Wašim kompjuteru składować za pozdźiše wužiwanje. To so hodźi jako nadběh na Wašu priwatnu sferu wobhladać. Přiwšěm pak su placki we wěstych situacijach wužitne. Na př. so husto wužiwaja w internetowych wobchodach, tak zo móžeće něšto do 'nakupowanskeje kobjele'. Někotre serwery sej browser pominaja, kiž placki podpěruje. Dokelž chce wjetšina ludźi kompromis mjez priwatnej sferu a lěpšinami, kotrež placki poskićeja, dowoli Wam KDE wobchad z plackami připrawić. Tak snano chceće, zo by so KDE normalnje woprašał, hač chceće plack přiwzać. Za Waše internetowe wobchody pak, ke kotrymž maće dowěru, móžeće standardnu strategiju změnić, zo so jich placki bjez dalšeho prašenja akceptuja. Za to dyrbiće jenož na wotpowědnu stronu hić a w dialogu na tutu domenu w tabulatoru 'nałožić na' a wubjerće 'přiwzać', abo zapodajće mjeno serwera w tabulatoru Wosebita stategija za domeny a wubjerće 'přiwzać'. Tak móžeće wot dowěryhódnych stronow placki přiwzać, bjeztoho zo so Was KDE kóždy čas praša, hdyž plack dóstanje.
